,TARGET
240928,0
75936,0
79898,0
212030,0
284551,0
179876,0
180791,0
55685,0
158743,0
44458,0
90660,0
117238,0
292070,0
305347,1
267936,0
147823,0
52091,0
39905,0
200689,0
223917,0
140300,0
146833,0
162080,0
215188,0
47177,0
219865,0
186101,0
225626,0
198335,0
79846,0
149404,0
106959,0
253116,0
12294,0
41945,0
108997,0
288512,0
272328,0
124815,0
70380,0
71380,0
293394,1
283022,0
286867,0
205882,0
296115,0
147781,0
88822,0
287602,0
118919,0
272745,1
284474,0
25963,0
34330,0
148180,0
145011,0
149058,0
81710,0
118689,1
190399,0
264780,0
165322,0
197003,0
197592,0
124513,0
278898,0
40154,0
163553,0
69076,0
146279,0
36265,1
211642,0
263209,0
117453,0
154832,0
200961,0
286632,0
259127,0
64566,0
83562,0
168861,0
291834,0
133924,0
205809,0
224577,0
137109,0
97768,0
61706,0
271446,0
198797,0
267743,0
114355,0
74337,0
215487,0
53835,0
61318,1
295731,0
268674,0
111598,0
200108,0
180733,0
224120,0
118412,0
50475,0
48857,0
260420,0
77241,0
151759,0
118364,0
105206,0
204906,0
161806,0
126985,0
100814,0
185643,0
41280,0
3160,0
180013,0
44975,1
61884,0
58508,0
305139,0
296364,0
166997,1
114377,1
104104,0
151098,0
233112,1
210913,1
80770,0
87872,1
164377,0
183570,0
23180,0
84829,0
127416,0
76473,0
203955,0
126905,0
102053,0
153197,0
272977,0
239433,0
51063,0
214299,1
266008,0
275338,0
249767,0
297545,0
168181,0
88756,0
248027,1
289075,0
164392,0
290767,0
298748,0
239269,0
65314,0
190309,0
199693,0
108374,0
63285,0
165056,0
281798,0
107884,0
44717,0
87835,0
205382,0
125693,0
17072,0
18560,0
49264,1
17345,0
167164,1
180960,0
59398,0
142826,0
183877,0
1033,1
285996,0
286689,0
272555,0
129755,0
76562,0
21393,0
70692,0
12947,0
176914,1
195052,0
258635,0
132851,0
260524,0
216178,0
205413,0
165859,0
157999,0
211062,0
283532,0
194726,0
87311,0
194589,0
169981,0
277988,0
82195,1
67224,0
52100,0
305153,0
109246,0
231521,0
214768,0
270816,0
158021,0
35645,1
39140,0
78831,0
236998,0
82024,0
128322,0
1882,0
213321,0
144488,0
202778,0
104977,0
253080,0
259030,0
115571,0
33166,0
62014,0
207086,0
204022,0
170088,0
197164,0
6375,0
165067,0
84264,0
246537,0
268964,0
271835,0
15125,0
243011,0
251426,0
215852,1
263396,0
100131,0
125437,0
267757,0
56964,0
253135,0
116715,0
246588,0
44204,0
37863,0
127368,0
282179,0
90469,0
262658,0
175783,0
53019,0
39427,0
134523,0
123744,0
256217,0
171913,0
191111,0
175982,0
269230,1
28640,0
190288,0
83291,0
210947,0
217574,0
73931,0
2848,1
205247,0
89278,0
287007,0
215914,0
144320,0
298196,0
249962,0
161741,0
157748,0
63568,0
11646,0
269280,0
302700,0
108088,0
268387,0
3991,0
290403,0
14487,0
45862,0
216448,0
31358,0
289919,0
274950,0
95004,0
57544,0
149458,0
159189,0
46377,0
232060,0
297780,0
20965,0
73779,0
155311,0
78440,0
160158,0
290856,0
172215,0
139176,0
206865,0
113920,0
151381,1
293726,0
5897,0
37984,0
58170,0
177134,0
45707,0
59360,0
171093,0
47946,0
131371,1
181699,0
204313,0
283175,0
141614,0
206751,0
235088,0
130183,0
163391,1
53026,0
219120,0
180048,0
7713,0
177250,0
105578,0
150655,0
283684,0
90767,0
18595,0
187344,0
73736,1
64325,0
95320,0
137525,0
171541,0
175203,0
219968,0
257472,0
202498,0
249994,0
197305,0
287947,0
4461,0
90120,0
4542,0
31630,0
162815,0
247035,1
37295,0
41552,0
184017,0
228791,0
123515,0
177873,0
100856,0
84182,0
276436,0
169974,0
233777,0
64526,0
241662,0
295994,0
109358,1
253229,0
11953,0
268648,0
76080,0
304525,0
223624,0
131588,0
224821,0
273989,0
203563,0
58963,0
298859,0
98536,0
275302,0
162452,0
227629,0
299348,0
266460,0
294526,0
158138,0
92505,0
227698,1
62400,0
136395,0
221597,0
225702,1
279317,1
107244,0
140430,0
107637,0
87662,0
222277,0
211073,0
277831,0
104997,0
290085,0
237529,0
209985,1
78177,1
7538,1
278007,0
143748,0
232488,0
102000,0
266658,0
78742,0
101963,0
140630,0
116961,0
203814,0
244370,0
69805,0
137420,0
77643,0
221599,0
158088,1
32954,0
27776,0
280570,1
160165,0
81664,0
242072,0
254181,0
128512,0
185942,0
285208,0
54278,0
76538,0
126546,0
276627,0
101317,0
176011,0
84546,0
119633,0
84323,0
282384,0
269432,0
29506,0
46027,0
174743,0
58285,0
20224,0
270002,0
16624,0
169177,0
79933,0
285371,0
93572,0
247949,0
244574,0
3002,0
13254,0
220743,0
151204,0
252725,1
264658,1
892,0
297366,0
303802,1
205907,0
105664,0
49628,0
206452,0
104845,0
141856,0
80975,0
269710,0
45173,1
60844,0
268833,0
146591,0
208680,0
305557,0
249852,0
148330,0
216231,1
5819,0
134250,1
236914,0
191594,0
146515,0
250513,1
49863,1
16980,0
9892,0
55317,0
103550,0
233355,0
192065,0
236403,0
112156,0
274838,0
129169,0
66911,0
164596,0
46767,0
82001,0
186722,0
122512,0
215548,1
75903,0
175892,0
59521,0
85025,0
130927,0
75963,0
231741,0
264300,0
256253,0
213886,1
75874,0
269165,0
116685,0
31603,0
304105,0
266527,0
238104,0
30222,0
103828,0
21524,0
85101,0
199219,0
142680,0
101891,0
29627,0
187622,0
175073,0
147916,0
72403,1
25441,0
43181,0
74702,0
24382,0
76086,0
162588,0
256968,0
193941,0
123971,0
143215,0
264809,0
254928,0
304108,0
30481,0
294045,1
166503,0
259038,0
203820,0
143413,0
10662,0
75715,0
287857,1
176404,0
225911,0
53488,0
195200,0
233141,0
124549,0
176634,0
45080,0
223247,0
26205,0
111233,0
271676,0
77107,0
63960,0
272124,0
59476,0
90206,0
23099,0
156204,0
219398,0
36226,0
252477,0
26589,1
149187,0
12197,0
23492,0
74238,0
248368,0
71634,0
92069,0
2737,0
83072,0
243233,0
68238,0
217649,0
230726,0
110725,0
279251,0
190400,0
131755,0
50472,0
67565,0
237587,0
237252,0
8215,1
74365,0
206117,0
202095,0
67888,0
147994,0
138452,0
32160,0
235025,0
76641,0
238823,0
138359,0
69801,0
125775,1
134767,0
112562,0
5918,0
245527,0
196991,0
268935,0
26577,0
32335,0
202787,0
184784,0
98073,0
171537,0
254005,0
13870,0
256996,0
307400,0
65820,0
185218,0
243388,0
266558,0
62895,0
177472,0
169290,0
61099,0
258823,0
211391,1
175089,0
86645,0
4514,0
20966,0
119132,0
127902,0
6050,0
272961,0
251214,1
94733,0
211829,0
181517,0
92341,0
25408,0
105045,0
222849,0
900,0
223540,1
15141,0
293808,0
255634,0
244770,0
300509,0
237732,0
173678,0
274122,0
170090,0
42168,0
13265,0
300415,0
172032,0
13751,0
138059,0
5192,1
127921,0
99480,0
32339,0
145234,0
36071,0
75653,0
5733,0
248796,0
281775,0
94042,0
175448,0
108261,1
41174,0
214308,0
65645,0
207491,0
163675,0
31660,0
78769,0
301960,0
166901,0
262049,0
296085,1
239728,1
119850,0
184154,0
221106,0
227896,0
167686,0
276792,0
90060,0
30457,0
273722,0
95850,0
238874,0
16254,0
116398,0
11755,0
306653,0
173507,0
217358,0
228687,0
253658,0
159094,0
195894,0
283685,0
293679,0
130215,0
163206,1
89549,0
214910,0
20925,0
110705,0
275200,0
175833,0
125350,0
284702,0
110522,0
101982,0
132546,0
81770,0
244278,0
192875,0
113147,0
160492,0
245106,0
167635,0
74520,0
126045,0
150701,0
84343,0
110704,0
42821,0
21736,0
205071,1
192431,0
34380,0
28113,1
298512,0
205487,1
239941,1
222210,0
154944,0
178960,0
239881,0
34015,0
82620,0
143476,0
163019,0
42472,0
147308,0
63886,0
14902,0
222222,0
23844,0
33155,0
59910,0
196416,0
280389,0
112694,0
286133,0
151519,1
184145,0
166023,0
75134,0
38122,0
61248,0
149147,0
123363,0
150759,0
269854,0
205605,0
100824,0
178811,0
34112,1
137677,0
201351,0
66851,0
173267,0
139853,0
152077,0
234667,0
294065,0
82003,0
31883,0
161090,0
270423,0
71579,0
221405,0
1262,0
150900,0
299978,0
286781,0
223849,0
305719,0
141147,0
247671,0
113039,0
244666,0
301846,0
188715,0
62267,0
210045,1
203124,0
185905,0
11942,0
172983,0
57201,0
126113,0
23496,0
43619,0
77691,0
192828,0
259885,0
106368,0
194104,0
295532,0
41201,0
90549,0
297410,0
117098,0
198973,0
145334,0
163021,0
162025,0
307382,0
252379,0
171776,0
51869,0
186661,0
261115,0
303539,0
166953,0
256902,0
265869,0
284853,0
230315,0
121605,0
32746,0
211815,0
131435,0
51824,0
193476,0
110322,1
285064,0
294572,0
70230,0
143677,0
96181,0
141887,0
87463,1
268654,0
214893,0
185893,0
150890,0
147917,0
115004,1
78784,0
79888,0
164333,0
223954,0
260943,0
156170,0
65988,0
68528,0
286945,1
21492,0
123677,0
125378,0
2882,0
283801,0
29033,0
91295,0
204490,0
219629,0
113728,0
211772,0
12989,0
265313,0
169581,0
257582,0
264838,0
168981,0
12087,0
10791,0
279323,0
207591,1
98211,0
179218,0
85802,0
51566,0
18037,1
55218,0
149292,0
16035,0
96595,0
283512,0
13187,0
148379,0
67325,0
275346,0
289704,1
65926,0
31595,0
83991,0
172886,0
99944,0
103615,0
170345,0
126150,0
56253,0
96153,0
184072,1
196835,0
243416,0
303244,1
112825,0
287574,0
104984,0
68203,0
100708,0
159976,0
306249,0
115099,0
250856,0
242830,0
176607,0
74521,0
233893,0
105969,0
44544,1
255169,0
78982,0
219412,0
27871,0
226016,0
232086,0
95327,0
269610,0
302002,0
210289,0
70235,0
221020,0
50936,0
1200,0
247780,0
126573,0
193086,0
247485,0
278603,0
302305,0
102355,0
225602,0
246668,0
195129,0
92870,0
162293,0
170444,0
77021,0
269109,0
305522,0
186821,1
234040,0
180109,0
247331,0
174199,0
137672,0
138543,0
279593,0
86476,0
138595,0
162622,0
114529,0
49739,0
208952,0
58913,0
262375,0
18262,0
167125,0
14420,0
189465,0
137911,0
268462,0
28007,0
202585,0
27147,0
92095,0
258230,0
164421,0
250304,0
189868,0
11728,0
175919,0
65291,0
196625,0
63565,0
195697,0
109303,0
18836,0
150560,0
207445,0
47528,0
257845,0
97278,0
4304,0
279958,0
81175,0
109554,0
43050,0
37659,1
259157,0
254936,0
265938,0
286118,1
7345,0
158068,0
15148,0
22792,0
58246,0
37964,0
12430,0
163407,0
43428,0
218103,0
78753,0
10639,0
280416,0
62419,0
171582,0
244841,0
191708,0
166681,0
46348,0
37458,0
126273,0
123720,0
295968,0
162569,0
103933,0
140759,0
62610,0
146054,0
251462,1
86023,0
218461,0
115195,0
165450,0
239314,0
284608,0
306805,0
102830,0
244094,1
195127,0
140133,1
73318,0
121543,1
32488,0
256224,0
287161,0
44444,0
287888,0
231628,0
217694,0
107630,0
130029,0
171002,0
43917,0
269948,0
125574,0
225732,0
272538,1
294354,0
8230,0
48393,0
230809,0
305741,0
158963,0
13765,0
300662,1
134871,0
259261,0
142524,0
267912,0
72132,0
165081,0
157897,0
237239,1
66186,0
178522,0
219191,0
133074,1
122295,0
230411,0
242163,0
10056,0
71036,1
212130,0
224910,0
77920,0
232986,0
240377,1
35996,0
40899,0
254295,0
58828,0
71487,0
86407,0
250450,0
261125,0
139880,1
209791,0
155639,0
206472,0
256855,0
302556,0
298164,0
22613,0
288246,0
279967,0
206314,0
29830,0
306296,0
238007,0
39288,0
269539,0
256815,1
231783,0
95525,0
45136,1
184806,0
128462,0
121603,0
290133,0
38324,0
28732,0
245926,0
20186,1
51898,0
40370,1
208849,0
98022,0
11020,0
216597,0
226988,0
10391,0
210299,0
291590,0
211107,0
156377,0
119299,0
256240,0
66286,0
190731,0
175887,0
51955,0
260249,0
281031,0
173069,1
109849,0
17153,0
259418,0
112282,0
31183,0
238436,0
11532,0
204737,0
133881,0
178195,0
39521,0
165033,1
41143,0
133302,0
47455,0
255692,0
301615,0
185243,0
130500,0
10531,0
168886,0
188588,0
46067,0
284292,0
215712,0
172377,0
112131,0
161289,1
211080,0
119460,0
210859,0
257196,0
46536,0
278370,0
187956,0
259902,0
281781,0
306727,0
195799,0
228443,0
132390,0
242394,0
198248,0
215454,0
79655,0
287148,0
247711,0
147830,0
93219,0
123048,0
257915,0
274139,0
155170,0
172546,0
225138,0
172100,0
122084,1
34287,0
160591,0
178559,0
110666,0
150622,1
119624,0
292197,1
93872,0
220156,0
46499,0
234575,0
192537,0
9177,0
198850,0
177272,0
132774,0
39422,0
174148,0
143147,1
166247,0
173113,0
125401,0
166937,0
3880,0
298021,0
265537,0
143073,0
99247,0
82697,0
129618,1
159446,0
211394,0
195058,0
94125,0
20227,0
67085,0
191858,0
153270,0
26858,0
26361,0
197672,1
210937,0
238440,0
279900,0
51181,0
303170,0
174535,1
250019,0
55060,0
35627,0
40274,0
53998,0
251848,0
87049,0
185059,0
257274,0
194195,0
53615,0
153916,0
290932,0
160974,0
305821,0
124827,0
273122,0
12322,0
182357,0
83543,0
164779,0
150662,0
240870,0
19478,0
141917,0
47531,0
98680,0
75972,0
55909,0
139305,0
4979,0
32772,0
80456,0
39192,0
305048,0
96564,0
219230,0
259756,0
217446,0
110654,0
127227,0
281585,0
67414,0
125947,0
231216,0
265483,1
284935,1
209989,0
281055,0
119981,1
54525,1
146485,0
262594,0
241622,0
81486,0
134921,0
152632,0
271976,0
287176,0
132381,0
95732,0
116280,0
134561,0
15896,0
162603,0
153442,0
252998,0
217816,0
63408,1
234876,0
303073,0
285138,0
227725,1
283981,0
234720,0
85601,0
129259,0
79803,0
281741,0
184904,0
157963,0
43433,0
229756,0
51860,0
11639,1
104029,0
260728,0
76915,0
83823,0
64168,1
144208,0
147639,0
200308,0
267194,0
196053,0
227019,1
140500,0
248468,0
155876,0
236485,0
15289,0
30761,0
223052,1
159330,0
56590,0
93876,0
2866,0
218923,0
144705,0
279822,0
94168,0
158709,0
301793,0
154261,0
5045,0
250348,0
54846,0
155348,0
270760,0
244416,0
3431,1
203402,0
123551,0
73197,0
2195,0
234205,1
218958,0
211724,0
199895,0
187977,0
145546,0
244491,0
174994,0
194636,1
230775,0
153058,0
114096,0
159543,0
278504,0
27852,0
3886,0
64848,1
227942,0
230819,0
81847,1
264142,0
52629,0
173504,0
264285,0
212912,0
91952,1
91810,0
218527,0
296359,0
195122,0
94166,0
173147,0
17018,0
248277,0
300501,0
186983,0
120491,0
274646,0
39209,0
257600,0
78714,0
272142,0
208306,0
155306,0
42185,0
87171,0
128952,0
195662,0
11175,0
146928,0
193901,0
79158,0
200711,0
73366,0
174834,0
140916,0
86314,0
2797,0
140205,0
310,0
114378,0
136219,0
81741,0
270534,0
133799,0
187260,0
288946,0
39928,0
210446,0
67088,0
285768,0
57360,0
278685,0
233067,0
268605,0
82469,0
220420,0
162755,0
10431,0
180775,0
29314,1
182728,1
161145,0
209400,0
80730,0
33668,0
125910,1
134087,0
145012,0
209399,0
232893,0
97716,0
257512,0
251464,0
279888,0
137444,0
268084,0
214576,0
130678,0
69565,0
291952,0
190859,0
51646,0
222508,0
53886,0
7404,0
226700,0
118065,0
250894,0
239110,0
279353,0
291248,0
163470,0
131968,0
220571,0
134037,0
260073,1
226888,0
155708,0
35156,0
9384,0
107499,0
167208,0
43664,0
175014,0
172907,0
129157,0
16461,0
220233,0
231743,0
272549,0
245906,0
240746,0
253595,0
288116,0
181104,1
143623,1
58181,0
24960,0
112087,0
106585,0
273730,0
247260,0
300746,0
270837,0
260424,0
234600,0
21665,0
148900,0
158480,0
221383,0
201477,0
107417,0
159372,0
285133,0
117309,0
132493,0
181152,0
147198,0
178337,0
159615,0
102254,0
124804,0
277010,0
244395,0
80522,0
33256,0
6554,0
2821,0
147715,0
177706,0
95923,0
285933,1
236627,0
74348,0
69312,0
161745,0
268557,0
151824,0
47991,0
246302,0
163320,0
158164,0
9693,0
220843,0
175874,0
187347,0
44476,0
306227,0
234696,0
53756,0
232541,0
73602,0
154689,0
277533,0
133488,0
10296,0
126283,0
222911,0
58302,0
131331,0
112268,0
207324,0
217598,0
66841,0
306229,0
245600,0
210675,0
282545,1
262110,0
242749,0
118178,0
160182,0
188271,0
201530,0
256861,1
173153,0
241359,0
224715,0
37562,0
33357,0
283780,0
302801,0
195227,0
29128,0
249448,0
230968,1
240725,0
256911,0
264611,0
272814,0
67047,0
228973,0
4293,0
77143,0
233132,0
1696,0
146489,0
249501,0
254225,0
197919,0
49032,0
233728,0
31164,0
56446,0
59102,0
186119,0
204075,0
161092,0
163628,0
123789,0
30311,0
147900,0
118634,0
259180,0
77737,0
19182,0
5917,0
72451,0
176503,0
171365,0
69015,0
232412,0
96338,0
202606,0
88663,0
195207,1
70949,0
209556,1
207133,0
296583,0
16934,0
72882,0
291792,0
90506,0
258775,0
18757,0
258519,0
77832,0
41192,0
154155,1
287433,0
269421,0
19480,0
1061,0
219197,0
196429,0
45522,0
141527,0
232770,0
90454,0
235455,1
139831,0
73206,0
164629,0
74617,0
246604,0
153306,0
139284,0
10898,0
242267,0
24411,0
92028,0
220522,0
272240,0
298341,0
225635,0
205295,0
260548,0
169924,0
27981,0
157143,0
153722,1
66235,0
110340,0
197242,0
209794,0
50578,0
263469,0
21520,0
282645,0
146342,0
219772,0
25091,0
96899,0
259735,0
135528,1
267406,0
289095,0
142223,0
89282,0
146182,1
41720,0
119066,0
236939,0
22183,0
210632,0
234233,0
301652,0
143206,0
82488,0
1436,0
239397,0
60636,0
132368,0
41346,0
49768,0
169564,0
190372,0
196485,0
273402,0
40524,0
79770,0
40792,0
68443,0
270107,0
30769,1
23925,0
48063,0
299293,0
246757,0
52267,0
178789,0
259774,0
247832,0
48357,0
32634,0
115589,0
3836,0
158239,0
70980,0
264975,0
226978,0
45432,0
29862,0
241994,0
205510,0
227764,0
244938,0
14026,0
117388,0
307128,0
158618,0
196144,0
14779,0
106703,0
120906,0
197948,0
125976,0
77648,0
203282,0
96496,0
51845,0
183057,0
94559,1
237727,0
116435,0
72471,0
49209,0
303946,0
104059,0
52432,0
212349,0
83134,0
145621,0
45698,0
125194,0
295319,0
297377,1
179509,0
154858,0
125432,0
66825,0
211699,0
224598,0
170075,0
194323,0
220455,1
219567,0
23899,1
88064,0
123512,0
292733,0
147816,0
274901,0
256506,1
119551,0
229746,0
206963,0
110419,0
130086,0
82918,0
299099,0
115955,0
127100,0
72267,0
252539,0
130253,0
232506,0
95067,0
306102,0
162168,0
151648,1
224200,0
67143,0
204500,0
268945,0
287400,0
94794,0
139947,1
267620,0
294663,1
102059,0
28899,0
6259,0
107583,0
204566,0
144654,1
159940,0
